연대,단어,품사,언어,빈도수
1960s,저쩌구,ko_nouns,ko,2
1960s,양,ko_nouns,ko,1
1960s,겉,ko_nouns,ko,2
1960s,비단,ko_nouns,ko,2
1960s,고,ko_nouns,ko,10
1960s,정말,ko_nouns,ko,7
1960s,결혼,ko_nouns,ko,2
1960s,헤이,ko_nouns,ko,5
1960s,마음속,ko_nouns,ko,4
1960s,고이,ko_nouns,ko,3
1960s,삼다도,ko_nouns,ko,2
1960s,파,ko_nouns,ko,1
1960s,간주곡,ko_nouns,ko,1
1960s,연주,ko_nouns,ko,1
1960s,가사,ko_nouns,ko,1
1960s,작성자,ko_nouns,ko,1
1960s,최영식,ko_nouns,ko,1
1960s,리다,ko_nouns,ko,1
1960s,상,ko_nouns,ko,1
1960s,처가,ko_nouns,ko,1
1960s,가다가,ko_nouns,ko,3
1960s,살짝,ko_nouns,ko,1
1960s,열,ko_nouns,ko,2
1960s,보데,ko_nouns,ko,1
1960s,사원,ko_nouns,ko,1
1960s,한지,ko_nouns,ko,1
1960s,몽땅,ko_nouns,ko,4
1960s,그냥,ko_nouns,ko,1
1960s,깜짝,ko_nouns,ko,2
1960s,전무,ko_nouns,ko,2
1960s,라나,ko_nouns,ko,1
1960s,바보,ko_nouns,ko,6
1960s,자해,ko_nouns,ko,1
1960s,소문,ko_nouns,ko,1
1960s,불행,ko_nouns,ko,1
1960s,빛과,ko_nouns,ko,4
1960s,지옥,ko_nouns,ko,2
1960s,호박꽃,ko_nouns,ko,3
1960s,하소,ko_nouns,ko,2
1960s,미인,ko_nouns,ko,2
1960s,뚱뚱보,ko_nouns,ko,1
1960s,깨,ko_nouns,ko,1
1960s,여드름,ko_nouns,ko,1
1960s,외로워,ko_nouns,ko,11
1960s,사이,ko_nouns,ko,3
1960s,지네,ko_nouns,ko,5
1960s,꿈속,ko_nouns,ko,1
1960s,가지,ko_nouns,ko,18
1960s,갈수록,ko_nouns,ko,1
1960s,헤어,ko_nouns,ko,1
1960s,애절,ko_nouns,ko,1
1960s,삼일로,ko_nouns,ko,4
1960s,고갯길,ko_nouns,ko,3
1960s,그날,ko_nouns,ko,4
1960s,자고,ko_nouns,ko,4
1960s,발자욱,ko_nouns,ko,1
1960s,등불,ko_nouns,ko,5
1960s,갖,ko_nouns,ko,3
1960s,잡새,ko_nouns,ko,1
1960s,봉황,ko_nouns,ko,1
1960s,구곡,ko_nouns,ko,1
1960s,심,ko_nouns,ko,1
1960s,무인,ko_nouns,ko,1
1960s,처,ko_nouns,ko,1
1960s,수립,ko_nouns,ko,1
1960s,비조,ko_nouns,ko,1
1960s,뭍새,ko_nouns,ko,1
1960s,농촌,ko_nouns,ko,1
1960s,화답,ko_nouns,ko,1
1960s,생,ko_nouns,ko,2
1960s,쑥국,ko_nouns,ko,4
1960s,국,ko_nouns,ko,1
1960s,어히,ko_nouns,ko,2
1960s,좌우,ko_nouns,ko,2
1960s,꾀꼬리,ko_nouns,ko,1
1960s,가나,ko_nouns,ko,2
1960s,꾀꼴,ko_nouns,ko,3
1960s,꾀꾀,ko_nouns,ko,1
1960s,꼴,ko_nouns,ko,1
1960s,해당화,ko_nouns,ko,2
1960s,섬,ko_nouns,ko,2
1960s,선생님,ko_nouns,ko,4
1960s,섬색시,ko_nouns,ko,1
1960s,마오,ko_nouns,ko,12
1960s,별처럼,ko_nouns,ko,3
1960s,시름,ko_nouns,ko,1
1960s,안개,ko_nouns,ko,6
1960s,목소리,ko_nouns,ko,2
1960s,장충단,ko_nouns,ko,3
1960s,공원,ko_nouns,ko,5
1960s,낙엽송,ko_nouns,ko,1
1960s,고목,ko_nouns,ko,1
1960s,뚜렷,ko_nouns,ko,1
1960s,글씨,ko_nouns,ko,1
1960s,비탈길,ko_nouns,ko,1
1960s,산길,ko_nouns,ko,1
1960s,산기슭,ko_nouns,ko,1
1960s,발자취,ko_nouns,ko,1
1960s,정이,ko_nouns,ko,2
1960s,정도,ko_nouns,ko,1
1960s,엎,ko_nouns,ko,2
1960s,유리잔,ko_nouns,ko,2
1960s,인연,ko_nouns,ko,1
1960s,다짐,ko_nouns,ko,2
1960s,창가,ko_nouns,ko,5
1960s,린다,ko_nouns,ko,2
1960s,남고,ko_nouns,ko,1
1960s,남아,ko_nouns,ko,3
1960s,빗줄기,ko_nouns,ko,1
1960s,려고,ko_nouns,ko,3
1960s,누굴,ko_nouns,ko,1
1960s,향땅,ko_nouns,ko,2
1960s,영산강,ko_nouns,ko,3
1960s,울산,ko_nouns,ko,5
1960s,애기,ko_nouns,ko,5
1960s,삼돌이,ko_nouns,ko,4
1960s,편지,ko_nouns,ko,4
1960s,나도야,ko_nouns,ko,1
1960s,간주,ko_nouns,ko,1
1960s,순직,ko_nouns,ko,1
1960s,선물,ko_nouns,ko,2
1960s,아름,ko_nouns,ko,1
1960s,온대,ko_nouns,ko,1
1960s,눈짓,ko_nouns,ko,2
1960s,몸짓,ko_nouns,ko,2
1960s,이야기,ko_nouns,ko,4
1960s,속삭임,ko_nouns,ko,2
1960s,유달산,ko_nouns,ko,2
1960s,노적봉,ko_nouns,ko,1
1960s,삼학도,ko_nouns,ko,1
1960s,말좀,ko_nouns,ko,1
1960s,신병,ko_nouns,ko,2
1960s,훈련,ko_nouns,ko,2
1960s,육개,ko_nouns,ko,2
1960s,작대기,ko_nouns,ko,2
1960s,개,ko_nouns,ko,3
1960s,그게,ko_nouns,ko,2
1960s,일병,ko_nouns,ko,8
1960s,부라보,ko_nouns,ko,6
1960s,기상,ko_nouns,ko,1
1960s,나팔,ko_nouns,ko,1
1960s,식사,ko_nouns,ko,1
1960s,병사,ko_nouns,ko,4
1960s,휴가,ko_nouns,ko,1
1960s,졸병,ko_nouns,ko,1
1960s,그녀,ko_nouns,ko,7
1960s,백발,ko_nouns,ko,1
1960s,뱅,ko_nouns,ko,1
1960s,사수,ko_nouns,ko,2
1960s,인기,ko_nouns,ko,2
1960s,핸섬,ko_nouns,ko,2
1960s,보이,ko_nouns,ko,2
1960s,육군,ko_nouns,ko,2
1960s,그대로,ko_nouns,ko,1
1960s,헤,ko_nouns,ko,2
1960s,시침,ko_nouns,ko,1
1960s,윙크,ko_nouns,ko,1
1960s,넘버원,ko_nouns,ko,1
1960s,백발백중,ko_nouns,ko,1
1960s,북촌,ko_nouns,ko,1
1960s,산다,ko_nouns,ko,2
1960s,댁,ko_nouns,ko,1
1960s,도령,ko_nouns,ko,2
1960s,임금님,ko_nouns,ko,4
1960s,임금,ko_nouns,ko,1
1960s,벽오동,ko_nouns,ko,1
1960s,찻집,ko_nouns,ko,3
1960s,겄,ko_nouns,ko,2
1960s,팔도,ko_nouns,ko,6
1960s,강산,ko_nouns,ko,9
1960s,리길,ko_nouns,ko,1
1960s,데헤,ko_nouns,ko,4
1960s,얼,ko_nouns,ko,2
1960s,시구,ko_nouns,ko,4
1960s,먹기,ko_nouns,ko,4
1960s,줄줄이,ko_nouns,ko,2
1960s,판이,ko_nouns,ko,1
1960s,웃음꽃,ko_nouns,ko,1
1960s,살림,ko_nouns,ko,1
1960s,훌라춤,ko_nouns,ko,1
1960s,기쁨,ko_nouns,ko,5
1960s,레알,ko_nouns,ko,1
1960s,하와,ko_nouns,ko,2
1960s,이안,ko_nouns,ko,2
1960s,웁니,ko_nouns,ko,3
1960s,야자수,ko_nouns,ko,1
1960s,아래,ko_nouns,ko,4
1960s,와이키키,ko_nouns,ko,1
1960s,해변,ko_nouns,ko,1
1960s,맹서,ko_nouns,ko,1
1960s,구월,ko_nouns,ko,5
1960s,가로수,ko_nouns,ko,1
1960s,나뭇잎,ko_nouns,ko,1
1960s,무성,ko_nouns,ko,1
1960s,준,ko_nouns,ko,2
1960s,마디,ko_nouns,ko,1
1960s,시월,ko_nouns,ko,3
1960s,섧다,ko_nouns,ko,2
1960s,축,ko_nouns,ko,1
1960s,강변,ko_nouns,ko,2
1960s,서면,ko_nouns,ko,2
1960s,몰래,ko_nouns,ko,1
1960s,심정,ko_nouns,ko,1
1960s,잔별,ko_nouns,ko,1
1960s,만날,ko_nouns,ko,2
1960s,신작로,ko_nouns,ko,1
1960s,새봄,ko_nouns,ko,1
1960s,집의,ko_nouns,ko,4
1960s,울렁,ko_nouns,ko,1
1960s,꽃들이,ko_nouns,ko,1
1960s,빨,ko_nouns,ko,2
1960s,장미,ko_nouns,ko,2
1960s,백합,ko_nouns,ko,2
1960s,천배,ko_nouns,ko,4
1960s,만배,ko_nouns,ko,4
1960s,단둘,ko_nouns,ko,2
1960s,뺨,ko_nouns,ko,5
1960s,몹시,ko_nouns,ko,1
1960s,웁,ko_nouns,ko,1
1960s,단풍,ko_nouns,ko,2
1960s,잎새,ko_nouns,ko,1
1960s,렸,ko_nouns,ko,1
1960s,더니,ko_nouns,ko,1
1960s,지면,ko_nouns,ko,4
1960s,바,ko_nouns,ko,6
1960s,수풀,ko_nouns,ko,1
1960s,잔디,ko_nouns,ko,1
1960s,행운,ko_nouns,ko,2
1960s,충성,ko_nouns,ko,2
1960s,손짓,ko_nouns,ko,1
1960s,능금,ko_nouns,ko,5
1960s,고개,ko_nouns,ko,1
1960s,능,ko_nouns,ko,2
1960s,금빛,ko_nouns,ko,2
1960s,단벌,ko_nouns,ko,6
1960s,애인,ko_nouns,ko,2
1960s,서른,ko_nouns,ko,2
1960s,노총각,ko_nouns,ko,4
1960s,넥타이,ko_nouns,ko,1
1960s,멋,ko_nouns,ko,1
1960s,주머니,ko_nouns,ko,1
1960s,텅텅,ko_nouns,ko,1
1960s,비어,ko_nouns,ko,1
1960s,영화관,ko_nouns,ko,1
1960s,골목길,ko_nouns,ko,1
1960s,창문,ko_nouns,ko,6
1960s,딜라일라,ko_nouns,ko,2
1960s,복수,ko_nouns,ko,2
1960s,가득,ko_nouns,ko,6
1960s,마포,ko_nouns,ko,4
1960s,다린,ko_nouns,ko,1
1960s,당인,ko_nouns,ko,1
1960s,리,ko_nouns,ko,1
1960s,발전소,ko_nouns,ko,1
1960s,여의도,ko_nouns,ko,1
1960s,비행장,ko_nouns,ko,1
1960s,궂,ko_nouns,ko,1
1960s,무작정,ko_nouns,ko,4
1960s,님이기,ko_nouns,ko,1
1960s,장및빛,ko_nouns,ko,3
1960s,깨나,ko_nouns,ko,1
1960s,낮,ko_nouns,ko,1
1960s,장미꽃,ko_nouns,ko,2
1960s,님찾,ko_nouns,ko,1
1960s,회포,ko_nouns,ko,1
1960s,이기,ko_nouns,ko,4
1960s,백년,ko_nouns,ko,1
1960s,하자,ko_nouns,ko,1
1960s,아네모네,ko_nouns,ko,3
1960s,송이,ko_nouns,ko,5
1960s,는가,ko_nouns,ko,1
1960s,짚,ko_nouns,ko,1
1960s,푸리,ko_nouns,ko,1
1960s,사모,ko_nouns,ko,1
1960s,냄새,ko_nouns,ko,1
1960s,별명,ko_nouns,ko,1
1960s,다기,ko_nouns,ko,2
1960s,일생,ko_nouns,ko,2
1960s,스스로,ko_nouns,ko,1
1960s,탈진,ko_nouns,ko,1
1960s,별거,ko_nouns,ko,2
1960s,연분,ko_nouns,ko,2
1960s,있드란다,ko_nouns,ko,1
1960s,기왕,ko_nouns,ko,2
1960s,지나,ko_nouns,ko,1
1960s,지지,ko_nouns,ko,1
1960s,천하,ko_nouns,ko,1
1960s,일색,ko_nouns,ko,1
1960s,양귀비,ko_nouns,ko,1
1960s,만이,ko_nouns,ko,1
1960s,홀어머니,ko_nouns,ko,1
1960s,모시,ko_nouns,ko,2
1960s,몸,ko_nouns,ko,4
1960s,하나요,ko_nouns,ko,2
1960s,소,ko_nouns,ko,1
1960s,논밭,ko_nouns,ko,2
1960s,꼴망태,ko_nouns,ko,1
1960s,시절,ko_nouns,ko,5
1960s,계절,ko_nouns,ko,9
1960s,언덕,ko_nouns,ko,3
1960s,기약,ko_nouns,ko,2
1960s,숨,ko_nouns,ko,2
1960s,꽃속,ko_nouns,ko,2
1960s,질,ko_nouns,ko,2
1960s,가우,ko_nouns,ko,1
1960s,땀,ko_nouns,ko,1
1960s,냇가,ko_nouns,ko,1
1960s,버드나무,ko_nouns,ko,1
1960s,파라,ko_nouns,ko,2
1960s,강촌,ko_nouns,ko,2
1960s,뻐꾹,ko_nouns,ko,1
1960s,친구,ko_nouns,ko,1
1960s,흙내,ko_nouns,ko,1
1960s,여니,ko_nouns,ko,3
1960s,뜰,ko_nouns,ko,1
1960s,소나무,ko_nouns,ko,1
1960s,루루,ko_nouns,ko,16
1960s,루,ko_nouns,ko,10
1960s,눈웃음,ko_nouns,ko,1
1960s,인삼,ko_nouns,ko,1
1960s,고을,ko_nouns,ko,1
1960s,금산,ko_nouns,ko,2
1960s,진,ko_nouns,ko,1
1960s,다해,ko_nouns,ko,1
1960s,대도,ko_nouns,ko,2
1960s,뜻,ko_nouns,ko,2
1960s,비처,ko_nouns,ko,1
1960s,옜날,ko_nouns,ko,1
1960s,사시,ko_nouns,ko,8
1960s,꽃바구니,ko_nouns,ko,1
1960s,남색,ko_nouns,ko,1
1960s,자색,ko_nouns,ko,1
1960s,울긋불긋,ko_nouns,ko,1
1960s,꽃사,ko_nouns,ko,1
1960s,봉,ko_nouns,ko,2
1960s,숭올숭올,ko_nouns,ko,1
1960s,활짝,ko_nouns,ko,1
1960s,핀,ko_nouns,ko,1
1960s,모란,ko_nouns,ko,1
1960s,난초,ko_nouns,ko,1
1960s,초,ko_nouns,ko,1
1960s,행초,ko_nouns,ko,1
1960s,작약,ko_nouns,ko,1
1960s,목단,ko_nouns,ko,1
1960s,장미화,ko_nouns,ko,1
1960s,물어,ko_nouns,ko,4
1960s,강바람,ko_nouns,ko,1
1960s,보이지,ko_nouns,ko,1
1960s,님계신,ko_nouns,ko,2
1960s,간곳,ko_nouns,ko,1
1960s,밤바람,ko_nouns,ko,1
1960s,오시,ko_nouns,ko,1
1960s,생명,ko_nouns,ko,1
1960s,숙명,ko_nouns,ko,1
1960s,장난,ko_nouns,ko,1
1960s,내사,ko_nouns,ko,4
1960s,부탁,ko_nouns,ko,4
1960s,우수수,ko_nouns,ko,3
1960s,옛이야기,ko_nouns,ko,3
1960s,불어,ko_nouns,ko,2
1960s,입김,ko_nouns,ko,2
1960s,눈보라,ko_nouns,ko,5
1960s,음성,ko_nouns,ko,2
1960s,자꾸만,ko_nouns,ko,2
1960s,선인장,ko_nouns,ko,2
1960s,후회,ko_nouns,ko,1
1960s,원망,ko_nouns,ko,1
1960s,돈나,ko_nouns,ko,4
1960s,부귀,ko_nouns,ko,1
1960s,영화,ko_nouns,ko,1
1960s,덤벼,ko_nouns,ko,1
1960s,허겁지겁,ko_nouns,ko,1
1960s,글,ko_nouns,ko,1
1960s,맛,ko_nouns,ko,1
1960s,데,ko_nouns,ko,1
1960s,수로,ko_nouns,ko,1
1960s,순,ko_nouns,ko,1
1960s,무서웁다,ko_nouns,ko,2
1960s,빈,ko_nouns,ko,1
1960s,뭘,ko_nouns,ko,1
1960s,만난,ko_nouns,ko,2
1960s,씨앗,ko_nouns,ko,2
1960s,훗날,ko_nouns,ko,2
1960s,역사,ko_nouns,ko,1
1960s,벤치,ko_nouns,ko,2
1960s,기대,ko_nouns,ko,2
1960s,마리아,ko_nouns,ko,35
1960s,종이,ko_nouns,ko,1
1960s,보라,ko_nouns,ko,1
1960s,햇살,ko_nouns,ko,2
1960s,부실,ko_nouns,ko,2
1960s,알알,ko_nouns,ko,2
1960s,석류,ko_nouns,ko,6
1960s,메,ko_nouns,ko,2
1960s,낙,ko_nouns,ko,1
1960s,성,ko_nouns,ko,1
1960s,십리,ko_nouns,ko,1
1960s,무덤,ko_nouns,ko,1
1960s,영웅호걸,ko_nouns,ko,1
1960s,몇몇,ko_nouns,ko,1
1960s,절세,ko_nouns,ko,1
1960s,가인,ko_nouns,ko,1
1960s,우리네,ko_nouns,ko,1
1960s,번가,ko_nouns,ko,1
1960s,모양,ko_nouns,ko,1
1960s,만수,ko_nouns,ko,3
1960s,대신,ko_nouns,ko,3
1960s,잔솔밭,ko_nouns,ko,1
1960s,포수,ko_nouns,ko,1
1960s,산비둘기,ko_nouns,ko,1
1960s,잡지,ko_nouns,ko,1
1960s,송,ko_nouns,ko,1
1960s,안주,ko_nouns,ko,1
1960s,강능,ko_nouns,ko,1
1960s,경포대,ko_nouns,ko,1
1960s,가세,ko_nouns,ko,2
1960s,두리,ko_nouns,ko,1
1960s,웨딩드레스,ko_nouns,ko,8
1960s,더욱,ko_nouns,ko,2
1960s,눈빛,ko_nouns,ko,2
1960s,순결,ko_nouns,ko,2
1960s,레몬,ko_nouns,ko,2
1960s,길가,ko_nouns,ko,2
1960s,한송이,ko_nouns,ko,4
1960s,꽃처럼,ko_nouns,ko,2
1960s,주란,ko_nouns,ko,4
1960s,덧,ko_nouns,ko,1
1960s,돌,ko_nouns,ko,1
1960s,커피,ko_nouns,ko,1
1960s,한잔,ko_nouns,ko,3
1960s,인지,ko_nouns,ko,1
1960s,오지,ko_nouns,ko,1
1960s,분,ko_nouns,ko,2
1960s,분만,ko_nouns,ko,1
1960s,가요,ko_nouns,ko,1
1960s,불덩이,ko_nouns,ko,2
1960s,엽차,ko_nouns,ko,2
1960s,헤어지자,ko_nouns,ko,2
1960s,부친,ko_nouns,ko,2
1960s,손수건,ko_nouns,ko,4
1960s,서서,ko_nouns,ko,2
1960s,자욱,ko_nouns,ko,2
1960s,흐뭇하다,ko_adj,ko,2
1960s,가볍다,ko_adj,ko,2
1960s,그립다,ko_adj,ko,29
1960s,수많다,ko_adj,ko,5
1960s,빨갛다,ko_adj,ko,13
1960s,외롭다,ko_adj,ko,16
1960s,똑같다,ko_adj,ko,2
1960s,즐겁다,ko_adj,ko,9
1960s,자리다,ko_adj,ko,1
1960s,쓰리다,ko_adj,ko,1
1960s,말르다,ko_adj,ko,2
1960s,슬프다,ko_adj,ko,11
1960s,머나멀다,ko_adj,ko,4
1960s,쓸쓸하다,ko_adj,ko,13
1960s,시원하다,ko_adj,ko,2
1960s,넓다,ko_adj,ko,5
1960s,초라하다,ko_adj,ko,3
1960s,휩쓸다,ko_adj,ko,2
1960s,검다,ko_adj,ko,5
1960s,다정하다,ko_adj,ko,11
1960s,좋다,ko_adj,ko,30
1960s,시끄럽다,ko_adj,ko,1
1960s,달콤하다,ko_adj,ko,1
1960s,부지런하다,ko_adj,ko,1
1960s,모질다,ko_adj,ko,1
1960s,영원하다,ko_adj,ko,5
1960s,아련하다,ko_adj,ko,9
1960s,길다,ko_adj,ko,7
1960s,싸늘하다,ko_adj,ko,6
1960s,끝없다,ko_adj,ko,2
1960s,희미하다,ko_adj,ko,3
1960s,예쁘다,ko_adj,ko,28
1960s,얌전하다,ko_adj,ko,1
1960s,곱다,ko_adj,ko,8
1960s,부드럽다,ko_adj,ko,1
1960s,화사하다,ko_adj,ko,1
1960s,변하다,ko_adj,ko,35
1960s,싫다,ko_adj,ko,7
1960s,행복하다,ko_adj,ko,7
1960s,마르다,ko_adj,ko,12
1960s,착하다,ko_adj,ko,1
1960s,멀다,ko_adj,ko,13
1960s,아득하다,ko_adj,ko,2
1960s,차갑다,ko_adj,ko,5
1960s,흥겹다,ko_adj,ko,3
1960s,젊다,ko_adj,ko,4
1960s,소박하다,ko_adj,ko,1
1960s,가늘다,ko_adj,ko,1
1960s,깊다,ko_adj,ko,8
1960s,고프다,ko_adj,ko,9
1960s,날씬하다,ko_adj,ko,8
1960s,환하다,ko_adj,ko,2
1960s,부끄럽다,ko_adj,ko,2
1960s,믿음직하다,ko_adj,ko,1
1960s,계시다,ko_adj,ko,9
1960s,노랗다,ko_adj,ko,2
1960s,허전하다,ko_adj,ko,1
1960s,가득하다,ko_adj,ko,6
1960s,싸하다,ko_adj,ko,1
1960s,쓰라리다,ko_adj,ko,3
1960s,넘치다,ko_adj,ko,7
1960s,안녕하다,ko_adj,ko,1
1960s,서럽다,ko_adj,ko,5
1960s,짧다,ko_adj,ko,2
1960s,뜨겁다,ko_adj,ko,14
1960s,아프다,ko_adj,ko,12
1960s,나란하다,ko_adj,ko,2
1960s,진하다,ko_adj,ko,1
1960s,미워하다,ko_adj,ko,8
1960s,붉다,ko_adj,ko,5
1960s,희다,ko_adj,ko,5
1960s,허무하다,ko_adj,ko,6
1960s,수줍다,ko_adj,ko,3
1960s,무섭다,ko_adj,ko,1
1960s,아름답다,ko_adj,ko,10
1960s,어지럽다,ko_adj,ko,1
1960s,속절없다,ko_adj,ko,2
1960s,드넓다,ko_adj,ko,1
1960s,저리다,ko_adj,ko,1
1960s,새롭다,ko_adj,ko,1
1960s,싱겁다,ko_adj,ko,2
1960s,미치다,ko_adj,ko,3
1960s,괴롭다,ko_adj,ko,9
1960s,고달프다,ko_adj,ko,2
1960s,약하다,ko_adj,ko,4
1960s,덥다,ko_adj,ko,11
1960s,구수하다,ko_adj,ko,1
1960s,점잖다,ko_adj,ko,1
1960s,높다,ko_adj,ko,3
1960s,험하다,ko_adj,ko,2
1960s,아쉽다,ko_adj,ko,2
1960s,새까맣다,ko_adj,ko,2
1960s,거만하다,ko_adj,ko,2
1960s,반하다,ko_adj,ko,2
1960s,좋아하다,ko_adj,ko,5
1960s,싫어지다,ko_adj,ko,2
1960s,어떡하다,ko_adj,ko,4
1960s,밉다,ko_adj,ko,2
1960s,이다,ko_adj,ko,2
1960s,어렵다,ko_adj,ko,2
1960s,막연하다,ko_adj,ko,2
1960s,무정하다,ko_adj,ko,6
1960s,명랑하다,ko_adj,ko,1
1960s,이쁘다,ko_adj,ko,1
1960s,귀엽다,ko_adj,ko,2
1960s,자욱하다,ko_adj,ko,1
1960s,낮다,ko_adj,ko,2
1960s,안되다,ko_adj,ko,4
1960s,낯설다,ko_adj,ko,2
1960s,상냥하다,ko_adj,ko,2
1960s,복스럽다,ko_adj,ko,1
1960s,어여쁘다,ko_adj,ko,1
1960s,성공하다,ko_adj,ko,1
1960s,간지럽다,ko_adj,ko,1
1960s,쑥스럽다,ko_adj,ko,1
1960s,신나다,ko_adj,ko,3
1960s,용감하다,ko_adj,ko,3
1960s,설레다,ko_adj,ko,4
1960s,조용하다,ko_adj,ko,6
1960s,까맣다,ko_adj,ko,1
1960s,서글프다,ko_adj,ko,3
1960s,새침하다,ko_adj,ko,3
1960s,하얗다,ko_adj,ko,9
1960s,얄밉다,ko_adj,ko,2
1960s,쌀쌀하다,ko_adj,ko,1
1960s,따스하다,ko_adj,ko,5
1960s,푸르다,ko_adj,ko,1
1960s,진실하다,ko_adj,ko,1
1960s,태연하다,ko_adj,ko,1
1960s,흔하다,ko_adj,ko,1
1960s,포근하다,ko_adj,ko,2
1960s,저렇다,ko_adj,ko,1
1960s,향기롭다,ko_adj,ko,3
1960s,초조하다,ko_adj,ko,1
1960s,가엾다,ko_adj,ko,1
1960s,성하다,ko_adj,ko,1
1960s,시름없다,ko_adj,ko,1
1960s,반갑다,ko_adj,ko,2
1960s,둥글다,ko_adj,ko,2
1960s,앙상하다,ko_adj,ko,4
1960s,급하다,ko_adj,ko,1
1960s,불타다,ko_adj,ko,3
1960s,조그맣다,ko_adj,ko,1
1960s,어리석다,ko_adj,ko,1
1960s,캄캄하다,ko_adj,ko,1
1960s,light,en_nouns,en,1
1960s,night,en_nouns,en,1
1960s,window,en_nouns,en,1
1960s,flickering,en_nouns,en,1
1960s,shadow,en_nouns,en,1
1960s,love,en_nouns,en,1
1960s,blind,en_nouns,en,1
1960s,woman,en_nouns,en,1
1960s,mind,en_nouns,en,1
1960s,delilah,en_nouns,en,2
1960s,girl,en_nouns,en,1
1960s,slave,en_nouns,en,1
1960s,man,en_nouns,en,1
1960s,couldnt,en_nouns,en,1
1960s,cho,en_nouns,en,1
1960s,good,en_adj,en,1
1970s,하루,ko_nouns,ko,2
1970s,거리,ko_nouns,ko,25
1970s,사람,ko_nouns,ko,84
1970s,물결,ko_nouns,ko,8
1970s,하늘,ko_nouns,ko,26
1970s,별,ko_nouns,ko,19
1970s,가로등,ko_nouns,ko,4
1970s,꽃,ko_nouns,ko,90
1970s,피,ko_nouns,ko,15
1970s,허공,ko_nouns,ko,4
1970s,바람,ko_nouns,ko,18
1970s,차고,ko_nouns,ko,2
1970s,마음,ko_nouns,ko,114
1970s,애드베룬,ko_nouns,ko,2
1970s,발길,ko_nouns,ko,8
1970s,인사,ko_nouns,ko,2
1970s,내일,ko_nouns,ko,7
1970s,다시,ko_nouns,ko,35
1970s,조기,ko_nouns,ko,1
1970s,담뿍,ko_nouns,ko,1
1970s,폭,ko_nouns,ko,2
1970s,배,ko_nouns,ko,4
1970s,수평선,ko_nouns,ko,6
1970s,이름,ko_nouns,ko,21
1970s,갈매기,ko_nouns,ko,3
1970s,눈물,ko_nouns,ko,45
1970s,연평도,ko_nouns,ko,2
1970s,태풍,ko_nouns,ko,1
1970s,사라,ko_nouns,ko,1
1970s,호,ko_nouns,ko,1
1970s,황천,ko_nouns,ko,1
1970s,얼굴,ko_nouns,ko,27
1970s,보리,ko_nouns,ko,3
1970s,해저,ko_nouns,ko,1
1970s,문,ko_nouns,ko,1
1970s,사장,ko_nouns,ko,10
1970s,모습,ko_nouns,ko,12
1970s,등대,ko_nouns,ko,1
1970s,불만,ko_nouns,ko,1
1970s,깜박,ko_nouns,ko,1
1970s,절,ko_nouns,ko,8
1970s,임,ko_nouns,ko,8
1970s,사랑,ko_nouns,ko,223
1970s,참고,ko_nouns,ko,1
1970s,애,ko_nouns,ko,11
1970s,가슴,ko_nouns,ko,74
1970s,잘못,ko_nouns,ko,5
1970s,처럼,ko_nouns,ko,2
1970s,밤,ko_nouns,ko,52
1970s,꿈,ko_nouns,ko,36
1970s,다정,ko_nouns,ko,1
1970s,가슴속,ko_nouns,ko,10
1970s,간직,ko_nouns,ko,4
1970s,못난이,ko_nouns,ko,1
1970s,헤일,ko_nouns,ko,1
1970s,아픔,ko_nouns,ko,1
1970s,동백아가씨,ko_nouns,ko,2
1970s,그리움,ko_nouns,ko,17
1970s,꽃잎,ko_nouns,ko,14
1970s,멍,ko_nouns,ko,3
1970s,동백꽃,ko_nouns,ko,4
1970s,잎,ko_nouns,ko,14
1970s,사연,ko_nouns,ko,10
1970s,안고,ko_nouns,ko,7
1970s,오늘,ko_nouns,ko,11
1970s,가신,ko_nouns,ko,2
1970s,자리,ko_nouns,ko,2
1970s,둘이서,ko_nouns,ko,3
1970s,순간,ko_nouns,ko,6
1970s,달빛,ko_nouns,ko,2
1970s,채,ko_nouns,ko,3
1970s,비,ko_nouns,ko,14
1970s,두고두고,ko_nouns,ko,1
1970s,다한,ko_nouns,ko,5
1970s,가오리,ko_nouns,ko,1
1970s,달래,ko_nouns,ko,4
1970s,가오,ko_nouns,ko,1
1970s,항구,ko_nouns,ko,9
1970s,번지,ko_nouns,ko,4
1970s,부기우기,ko_nouns,ko,10
1970s,그라스,ko_nouns,ko,2
1970s,아가씨,ko_nouns,ko,39
1970s,고동,ko_nouns,ko,2
1970s,울면,ko_nouns,ko,2
1970s,이별,ko_nouns,ko,4
1970s,달이,ko_nouns,ko,7
1970s,기전,ko_nouns,ko,7
1970s,이슬,ko_nouns,ko,8
1970s,마도,ko_nouns,ko,11
1970s,로스,ko_nouns,ko,11
1970s,인심,ko_nouns,ko,2
1970s,므나,ko_nouns,ko,1
1970s,가야,ko_nouns,ko,4
1970s,정열,ko_nouns,ko,4
1970s,한숨,ko_nouns,ko,4
1970s,뒷골목,ko_nouns,ko,1
1970s,누비,ko_nouns,ko,1
1970s,단,ko_nouns,ko,3
1970s,목숨,ko_nouns,ko,3
1970s,자식,ko_nouns,ko,3
1970s,욕,ko_nouns,ko,3
1970s,그대,ko_nouns,ko,52
1970s,태양,ko_nouns,ko,5
1970s,우러러,ko_nouns,ko,1
1970s,사나이,ko_nouns,ko,14
1970s,외,ko_nouns,ko,5
1970s,하늘만,ko_nouns,ko,1
